"1040449536","1040457727","FR","FRA","FRANCE"
"1040457728","1040465919","IT","ITA","ITALY"
"1040465920","1040466943","DE","DEU","GERMANY"
"1040466944","1040466959","CA","CAN","CANADA"
"1040466960","1040467071","DE","DEU","GERMANY"
"1040467072","1040467087","FR","FRA","FRANCE"
"1040467088","1040467103","DE","DEU","GERMANY"
"1040467104","1040467135","FR","FRA","FRANCE"
"1040467136","1040467583","DE","DEU","GERMANY"
"1040467584","1040467727","FR","FRA","FRANCE"
"1040467728","1040467743","NL","NLD","NETHERLANDS"
"1040467744","1040467775","DE","DEU","GERMANY"
"1040467776","1040467839","FR","FRA","FRANCE"
"1040467840","1040467871","DE","DEU","GERMANY"
"1040467872","1040467903","FR","FRA","FRANCE"
"1040467904","1040467935","DE","DEU","GERMANY"
"1040467936","1040467951","FR","FRA","FRANCE"
"1040467952","1040467967","DE","DEU","GERMANY"
"1040467968","1040468255","FR","FRA","FRANCE"
"1040468256","1040468287","DE","DEU","GERMANY"
"1040468288","1040468351","FR","FRA","FRANCE"
"1040468352","1040468415","DE","DEU","GERMANY"
"1040468416","1040468479","FR","FRA","FRANCE"
"1040468480","1040468735","DE","DEU","GERMANY"
"1040468736","1040468847","NL","NLD","NETHERLANDS"
"1040468848","1040468863","DE","DEU","GERMANY"
"1040468864","1040468991","NL","NLD","NETHERLANDS"
"1040468992","1040469007","FR","FRA","FRANCE"
"1040469008","1040469023","DE","DEU","GERMANY"
"1040469024","1040469279","FR","FRA","FRANCE"
"1040469280","1040469375","DE","DEU","GERMANY"
"1040469376","1040469927","FR","FRA","FRANCE"
"1040469928","1040469967","DE","DEU","GERMANY"
"1040469968","1040469999","FR","FRA","FRANCE"
"1040470000","1040470007","IE","IRL","IRELAND"
"1040470008","1040470527","DE","DEU","GERMANY"
"1040470528","1040471039","NL","NLD","NETHERLANDS"
"1040471040","1040471295","DE","DEU","GERMANY"
"1040471296","1040471423","NL","NLD","NETHERLANDS"
"1040471424","1040471487","DE","DEU","GERMANY"
"1040471488","1040471679","NL","NLD","NETHERLANDS"
"1040471680","1040471743","DE","DEU","GERMANY"
"1040471744","1040471775","NL","NLD","NETHERLANDS"
"1040471776","1040471807","DE","DEU","GERMANY"
"1040471808","1040473343","NL","NLD","NETHERLANDS"
"1040473344","1040473599","DE","DEU","GERMANY"
"1040473600","1040474111","NL","NLD","NETHERLANDS"
"1040474112","1040482303","CZ","CZE","CZECH REPUBLIC"
"1040482304","1040515071","BE","BEL","BELGIUM"
"1040515072","1040547839","SE","SWE","SWEDEN"
"1040547840","1040580607","RU","RUS","RUSSIAN FEDERATION"
"1040580608","1040711679","UK","GBR","UNITED KINGDOM"
"1040711680","1040719871","FR","FRA","FRANCE"
"1040719872","1040728063","NL","NLD","NETHERLANDS"
"1040728064","1040736255","KE","KEN","KENYA"
"1040736256","1040744447","GB","GBR","UNITED KINGDOM"
"1040744448","1040777215","DE","DEU","GERMANY"
"1040777216","1040842751","IE","IRL","IRELAND"
"1040842752","1040973823","IT","ITA","ITALY"
"1040973824","1040982015","NL","NLD","NETHERLANDS"
"1040982016","1040990207","DK","DNK","DENMARK"
"1040990208","1040998399","UK","GBR","UNITED KINGDOM"
"1040998400","1041006591","EG","EGY","EGYPT"
"1041006592","1041039359","CH","CHE","SWITZERLAND"
"1041039360","1041051647","SE","SWE","SWEDEN"
"1041051648","1041051839","NO","NOR","NORWAY"
"1041051840","1041052159","SE","SWE","SWEDEN"
"1041052160","1041052175","NO","NOR","NORWAY"
"1041052176","1041072127","SE","SWE","SWEDEN"
"1041072128","1041080319","UK","GBR","UNITED KINGDOM"
"1041080320","1041088511","IT","ITA","ITALY"
"1041088512","1041096703","AT","AUT","AUSTRIA"
"1041096704","1041235967","ES","ESP","SPAIN"
"1041235968","1041244159","UA","UKR","UKRAINE"
"1041244160","1041252351","DE","DEU","GERMANY"
"1041252352","1041252863","TJ","TJK","TAJIKISTAN"
"1041252864","1041253119","RU","RUS","RUSSIAN FEDERATION"
"1041253120","1041253375","TJ","TJK","TAJIKISTAN"
"1041253376","1041268735","RU","RUS","RUSSIAN FEDERATION"
"1041268736","1041301503","NO","NOR","NORWAY"
"1041301504","1041301535","GB","GBR","UNITED KINGDOM"
"1041301536","1041301599","IE","IRL","IRELAND"
"1041301600","1041301615","GB","GBR","UNITED KINGDOM"
"1041301616","1041301887","IE","IRL","IRELAND"
"1041301888","1041301919","GB","GBR","UNITED KINGDOM"
"1041301920","1041301951","IE","IRL","IRELAND"
"1041301952","1041301983","GB","GBR","UNITED KINGDOM"
"1041301984","1041302015","IE","IRL","IRELAND"
"1041302016","1041302271","GB","GBR","UNITED KINGDOM"
"1041302272","1041302303","IE","IRL","IRELAND"
"1041302304","1041302319","GB","GBR","UNITED KINGDOM"
"1041302320","1041305855","IE","IRL","IRELAND"
